filename,width,height,class,xmin,ymin,xmax,ymax
12.jpg,224,224,obj,50,10,80,40
13.jpg,224,224,obj,10,160,40,190
13.jpg,224,224,obj,50,160,80,190
13.jpg,224,224,obj,145,160,175,190
13.jpg,224,224,obj,185,160,215,190
13.jpg,224,224,obj,10,10,40,40
13.jpg,224,224,obj,50,10,80,40
13.jpg,224,224,obj,145,10,175,40
13.jpg,224,224,obj,185,10,215,40
14.jpg,224,224,obj,145,160,175,190
14.jpg,224,224,obj,185,160,215,190
14.jpg,224,224,obj,145,10,175,40
14.jpg,224,224,obj,185,10,215,40
14.jpg,224,224,obj,10,10,40,40
14.jpg,224,224,obj,50,10,80,40
14.jpg,224,224,obj,10,160,40,190
14.jpg,224,224,obj,50,160,80,190
15.jpg,224,224,obj,145,160,175,190
15.jpg,224,224,obj,185,160,215,190
15.jpg,224,224,obj,145,10,175,40
15.jpg,224,224,obj,185,10,215,40
15.jpg,224,224,obj,10,10,40,40
15.jpg,224,224,obj,50,10,80,40
15.jpg,224,224,obj,10,160,40,190
15.jpg,224,224,obj,50,160,80,190
16.jpg,224,224,obj,10,160,40,190
16.jpg,224,224,obj,50,160,80,190
16.jpg,224,224,obj,10,10,40,40
16.jpg,224,224,obj,50,10,80,40
16.jpg,224,224,obj,145,10,175,40
16.jpg,224,224,obj,185,10,215,40
16.jpg,224,224,obj,145,160,175,190
16.jpg,224,224,obj,185,160,215,190
17.jpg,224,224,obj,10,160,40,190
17.jpg,224,224,obj,50,160,80,190
17.jpg,224,224,obj,145,10,175,40
17.jpg,224,224,obj,185,10,215,40
17.jpg,224,224,obj,145,160,175,190
17.jpg,224,224,obj,185,160,215,190
17.jpg,224,224,obj,10,10,40,40
17.jpg,224,224,obj,50,10,80,40
18.jpg,224,224,obj,145,160,175,190
18.jpg,224,224,obj,185,160,215,190
18.jpg,224,224,obj,10,160,40,190
18.jpg,224,224,obj,50,160,80,190
18.jpg,224,224,obj,145,10,175,40
18.jpg,224,224,obj,185,10,215,40
18.jpg,224,224,obj,10,10,40,40
18.jpg,224,224,obj,50,10,80,40
19.jpg,224,224,obj,10,10,40,40
19.jpg,224,224,obj,50,10,80,40
19.jpg,224,224,obj,145,160,175,190
19.jpg,224,224,obj,185,160,215,190
19.jpg,224,224,obj,145,10,175,40
19.jpg,224,224,obj,185,10,215,40
19.jpg,224,224,obj,10,160,40,190
19.jpg,224,224,obj,50,160,80,190
20.jpg,224,224,obj,145,10,175,40
20.jpg,224,224,obj,185,10,215,40
20.jpg,224,224,obj,145,160,175,190
20.jpg,224,224,obj,185,160,215,190
20.jpg,224,224,obj,10,10,40,40
20.jpg,224,224,obj,50,10,80,40
20.jpg,224,224,obj,10,160,40,190
20.jpg,224,224,obj,50,160,80,190
21.jpg,224,224,obj,145,10,175,40
21.jpg,224,224,obj,185,10,215,40
21.jpg,224,224,obj,10,10,40,40
21.jpg,224,224,obj,50,10,80,40
21.jpg,224,224,obj,10,160,40,190
21.jpg,224,224,obj,50,160,80,190
21.jpg,224,224,obj,145,160,175,190
21.jpg,224,224,obj,185,160,215,190
22.jpg,224,224,obj,10,10,40,40
22.jpg,224,224,obj,50,10,80,40
22.jpg,224,224,obj,145,10,175,40
22.jpg,224,224,obj,185,10,215,40
22.jpg,224,224,obj,10,160,40,190
22.jpg,224,224,obj,50,160,80,190
22.jpg,224,224,obj,145,160,175,190
22.jpg,224,224,obj,185,160,215,190
23.jpg,224,224,obj,10,10,40,40
23.jpg,224,224,obj,50,10,80,40
23.jpg,224,224,obj,145,10,175,40
23.jpg,224,224,obj,185,10,215,40
23.jpg,224,224,obj,145,160,175,190
23.jpg,224,224,obj,185,160,215,190
23.jpg,224,224,obj,10,160,40,190
23.jpg,224,224,obj,50,160,80,190
24.jpg,224,224,obj,10,160,40,190
24.jpg,224,224,obj,50,160,80,190
24.jpg,224,224,obj,145,10,175,40
24.jpg,224,224,obj,185,10,215,40
24.jpg,224,224,obj,10,10,40,40
24.jpg,224,224,obj,50,10,80,40
24.jpg,224,224,obj,145,160,175,190
24.jpg,224,224,obj,185,160,215,190
25.jpg,224,224,obj,10,160,40,190
25.jpg,224,224,obj,50,160,80,190
25.jpg,224,224,obj,145,160,175,190
25.jpg,224,224,obj,185,160,215,190
25.jpg,224,224,obj,10,10,40,40
25.jpg,224,224,obj,50,10,80,40
25.jpg,224,224,obj,145,10,175,40
25.jpg,224,224,obj,185,10,215,40
26.jpg,224,224,obj,10,10,40,40
26.jpg,224,224,obj,50,10,80,40
26.jpg,224,224,obj,10,160,40,190
26.jpg,224,224,obj,50,160,80,190
26.jpg,224,224,obj,145,160,175,190
26.jpg,224,224,obj,185,160,215,190
26.jpg,224,224,obj,145,10,175,40
26.jpg,224,224,obj,185,10,215,40
27.jpg,224,224,obj,10,10,40,40
27.jpg,224,224,obj,50,10,80,40
27.jpg,224,224,obj,10,160,40,190
27.jpg,224,224,obj,50,160,80,190
27.jpg,224,224,obj,145,160,175,190
27.jpg,224,224,obj,185,160,215,190
27.jpg,224,224,obj,145,10,175,40
27.jpg,224,224,obj,185,10,215,40
28.jpg,224,224,obj,10,160,40,190
28.jpg,224,224,obj,50,160,80,190
28.jpg,224,224,obj,145,160,175,190
28.jpg,224,224,obj,185,160,215,190
28.jpg,224,224,obj,145,10,175,40
28.jpg,224,224,obj,185,10,215,40
28.jpg,224,224,obj,10,10,40,40
28.jpg,224,224,obj,50,10,80,40
29.jpg,224,224,obj,145,160,175,190
29.jpg,224,224,obj,185,160,215,190
29.jpg,224,224,obj,10,10,40,40
29.jpg,224,224,obj,50,10,80,40
29.jpg,224,224,obj,145,10,175,40
29.jpg,224,224,obj,185,10,215,40
29.jpg,224,224,obj,10,160,40,190
29.jpg,224,224,obj,50,160,80,190
30.jpg,224,224,obj,10,160,40,190
30.jpg,224,224,obj,50,160,80,190
30.jpg,224,224,obj,145,10,175,40
30.jpg,224,224,obj,185,10,215,40
30.jpg,224,224,obj,10,10,40,40
30.jpg,224,224,obj,50,10,80,40
30.jpg,224,224,obj,145,160,175,190
30.jpg,224,224,obj,185,160,215,190
31.jpg,224,224,obj,145,160,175,190
31.jpg,224,224,obj,185,160,215,190
31.jpg,224,224,obj,145,10,175,40
31.jpg,224,224,obj,185,10,215,40
31.jpg,224,224,obj,10,160,40,190
31.jpg,224,224,obj,50,160,80,190
31.jpg,224,224,obj,10,10,40,40
31.jpg,224,224,obj,50,10,80,40
32.jpg,224,224,obj,145,10,175,40
32.jpg,224,224,obj,185,10,215,40
32.jpg,224,224,obj,145,160,175,190
32.jpg,224,224,obj,185,160,215,190
32.jpg,224,224,obj,10,10,40,40
32.jpg,224,224,obj,50,10,80,40
32.jpg,224,224,obj,10,160,40,190
32.jpg,224,224,obj,50,160,80,190
33.jpg,224,224,obj,10,160,40,190
33.jpg,224,224,obj,50,160,80,190
33.jpg,224,224,obj,10,10,40,40
33.jpg,224,224,obj,50,10,80,40
33.jpg,224,224,obj,145,10,175,40
33.jpg,224,224,obj,185,10,215,40
33.jpg,224,224,obj,145,160,175,190
33.jpg,224,224,obj,185,160,215,190
34.jpg,224,224,obj,10,160,40,190
34.jpg,224,224,obj,50,160,80,190
34.jpg,224,224,obj,145,10,175,40
34.jpg,224,224,obj,185,10,215,40
34.jpg,224,224,obj,10,10,40,40
34.jpg,224,224,obj,50,10,80,40
34.jpg,224,224,obj,145,160,175,190
34.jpg,224,224,obj,185,160,215,190
35.jpg,224,224,obj,145,10,175,40
35.jpg,224,224,obj,185,10,215,40
35.jpg,224,224,obj,10,160,40,190
35.jpg,224,224,obj,50,160,80,190
35.jpg,224,224,obj,10,10,40,40
35.jpg,224,224,obj,50,10,80,40
35.jpg,224,224,obj,145,160,175,190
35.jpg,224,224,obj,185,160,215,190
36.jpg,224,224,obj,10,10,40,40
36.jpg,224,224,obj,50,10,80,40
36.jpg,224,224,obj,145,10,175,40
36.jpg,224,224,obj,185,10,215,40
36.jpg,224,224,obj,145,160,175,190
36.jpg,224,224,obj,185,160,215,190
36.jpg,224,224,obj,10,160,40,190
36.jpg,224,224,obj,50,160,80,190
37.jpg,224,224,obj,145,10,175,40
37.jpg,224,224,obj,185,10,215,40
37.jpg,224,224,obj,10,160,40,190
37.jpg,224,224,obj,50,160,80,190
37.jpg,224,224,obj,10,10,40,40
37.jpg,224,224,obj,50,10,80,40
37.jpg,224,224,obj,145,160,175,190
37.jpg,224,224,obj,185,160,215,190
38.jpg,224,224,obj,145,10,175,40
38.jpg,224,224,obj,185,10,215,40
38.jpg,224,224,obj,145,160,175,190
38.jpg,224,224,obj,185,160,215,190
38.jpg,224,224,obj,10,10,40,40
38.jpg,224,224,obj,50,10,80,40
38.jpg,224,224,obj,10,160,40,190
38.jpg,224,224,obj,50,160,80,190
39.jpg,224,224,obj,10,160,40,190
39.jpg,224,224,obj,50,160,80,190
39.jpg,224,224,obj,10,10,40,40
39.jpg,224,224,obj,50,10,80,40
39.jpg,224,224,obj,145,160,175,190
39.jpg,224,224,obj,185,160,215,190
39.jpg,224,224,obj,145,10,175,40
39.jpg,224,224,obj,185,10,215,40
40.jpg,224,224,obj,10,160,40,190
40.jpg,224,224,obj,50,160,80,190
40.jpg,224,224,obj,145,160,175,190
40.jpg,224,224,obj,185,160,215,190
40.jpg,224,224,obj,145,10,175,40
40.jpg,224,224,obj,185,10,215,40
40.jpg,224,224,obj,10,10,40,40
40.jpg,224,224,obj,50,10,80,40
41.jpg,224,224,obj,145,160,175,190
41.jpg,224,224,obj,185,160,215,190
41.jpg,224,224,obj,145,10,175,40
41.jpg,224,224,obj,185,10,215,40
41.jpg,224,224,obj,10,160,40,190
41.jpg,224,224,obj,50,160,80,190
41.jpg,224,224,obj,10,10,40,40
41.jpg,224,224,obj,50,10,80,40
42.jpg,224,224,obj,10,160,40,190
42.jpg,224,224,obj,50,160,80,190
42.jpg,224,224,obj,10,10,40,40
42.jpg,224,224,obj,50,10,80,40
42.jpg,224,224,obj,145,10,175,40
42.jpg,224,224,obj,185,10,215,40
42.jpg,224,224,obj,145,160,175,190
42.jpg,224,224,obj,185,160,215,190
43.jpg,224,224,obj,145,10,175,40
43.jpg,224,224,obj,185,10,215,40
43.jpg,224,224,obj,10,10,40,40
43.jpg,224,224,obj,50,10,80,40
43.jpg,224,224,obj,10,160,40,190
43.jpg,224,224,obj,50,160,80,190
43.jpg,224,224,obj,145,160,175,190
43.jpg,224,224,obj,185,160,215,190
44.jpg,224,224,obj,10,160,40,190
44.jpg,224,224,obj,50,160,80,190
44.jpg,224,224,obj,10,10,40,40
44.jpg,224,224,obj,50,10,80,40
44.jpg,224,224,obj,145,10,175,40
44.jpg,224,224,obj,185,10,215,40
44.jpg,224,224,obj,145,160,175,190
44.jpg,224,224,obj,185,160,215,190
45.jpg,224,224,obj,145,10,175,40
45.jpg,224,224,obj,185,10,215,40
45.jpg,224,224,obj,10,10,40,40
45.jpg,224,224,obj,50,10,80,40
45.jpg,224,224,obj,145,160,175,190
45.jpg,224,224,obj,185,160,215,190
45.jpg,224,224,obj,10,160,40,190
45.jpg,224,224,obj,50,160,80,190
46.jpg,224,224,obj,10,160,40,190
46.jpg,224,224,obj,50,160,80,190
46.jpg,224,224,obj,145,10,175,40
46.jpg,224,224,obj,185,10,215,40
46.jpg,224,224,obj,10,10,40,40
46.jpg,224,224,obj,50,10,80,40
46.jpg,224,224,obj,145,160,175,190
46.jpg,224,224,obj,185,160,215,190
47.jpg,224,224,obj,145,160,175,190
47.jpg,224,224,obj,185,160,215,190
47.jpg,224,224,obj,10,10,40,40
47.jpg,224,224,obj,50,10,80,40
47.jpg,224,224,obj,145,10,175,40
47.jpg,224,224,obj,185,10,215,40
47.jpg,224,224,obj,10,160,40,190
47.jpg,224,224,obj,50,160,80,190
48.jpg,224,224,obj,145,10,175,40
48.jpg,224,224,obj,185,10,215,40
48.jpg,224,224,obj,10,10,40,40
48.jpg,224,224,obj,50,10,80,40
48.jpg,224,224,obj,10,160,40,190
48.jpg,224,224,obj,50,160,80,190
48.jpg,224,224,obj,145,160,175,190
48.jpg,224,224,obj,185,160,215,190
49.jpg,224,224,obj,10,160,40,190
49.jpg,224,224,obj,50,160,80,190
49.jpg,224,224,obj,145,10,175,40
49.jpg,224,224,obj,185,10,215,40
49.jpg,224,224,obj,10,10,40,40
49.jpg,224,224,obj,50,10,80,40
49.jpg,224,224,obj,145,160,175,190
49.jpg,224,224,obj,185,160,215,190
